dateTime,Days741001,SmpTimeWindowDay,QCFS,SS_mgL,TP_mgL,SRP_mgL,NO23_mgL,TKN_mgL,Cl_mgL,Sulfate_mgL,Silica_mgL,Cond_umho,Future,Month
8/31/2018 12:00,,1.00,0.68,9.956,0.121,0.054,0.42,0.652,36.8,41.9,9.79,661,,8
9/1/2018 12:00,,1.00,0.35,8.856,0.135,0.063,0.21,0.577,41.0,41.5,10.39,682,,9
9/2/2018 12:00,,0.83,0.29,10.653,0.134,0.066,0.14,0.679,37.9,40.3,9.00,672,,9
9/3/2018 04:00,,0.49,0.21,16.540,0.153,0.068,0.12,0.636,39.9,39.6,8.55,673,,9
9/3/2018 11:23,,0.17,0.16,8.602,0.145,0.075,0.12,0.662,42.9,39.8,8.73,688,,9
9/3/2018 12:00,,0.51,0.16,18.691,0.153,0.063,0.09,0.860,42.7,42.0,9.17,687,,9
9/4/2018 12:00,,1.00,0.12,12.430,0.166,0.072,0.09,0.851,43.8,39.3,9.40,687,,9
9/5/2018 12:00,,1.00,0.06,22.312,0.185,0.073,0.07,0.888,43.1,37.2,9.15,689,,9
9/6/2018 12:00,,0.83,0.01,18.733,0.189,0.092,0.05,0.863,42.6,35.8,8.95,687,,9
9/7/2018 04:00,,0.67,0.00,12.064,0.190,0.102,0.05,0.828,43.1,35.2,8.42,688,,9
9/10/2018 13:30,,1.00,9.84,36.585,0.185,0.072,8.61,1.130,57.7,40.5,9.93,724,,9
9/11/2018 20:00,,1.00,6.80,27.559,0.186,0.067,9.06,1.389,42.2,45.6,11.10,702,,9
9/12/2018 20:00,,1.00,3.50,19.326,0.118,0.044,8.80,1.127,45.2,74.1,10.90,748,,9
9/13/2018 20:00,,1.00,1.98,14.009,0.099,0.041,5.56,0.912,50.4,75.1,10.60,775,,9
9/14/2018 20:00,,1.00,1.30,11.135,0.091,0.041,4.13,0.863,52.4,81.3,10.19,783,,9
9/15/2018 20:00,,1.00,0.84,10.273,0.086,0.037,2.66,0.810,54.4,78.4,9.32,791,,9
9/16/2018 20:00,,0.83,0.53,15.446,0.127,0.039,1.62,0.824,55.6,76.2,8.78,795,,9
9/17/2018 12:00,,0.36,0.41,11.258,0.112,0.036,1.17,0.761,56.0,74.5,8.24,783,,9
9/17/2018 13:30,,0.17,0.38,6.849,0.081,0.036,1.09,0.703,56.9,75.1,8.29,786,,9
9/17/2018 20:00,,0.64,0.38,23.209,0.099,0.039,1.07,1.145,56.4,70.1,7.45,785,,9
9/18/2018 20:00,,1.00,0.26,13.380,0.089,0.023,0.59,0.930,55.5,68.9,6.53,775,,9
9/19/2018 20:00,,1.00,0.16,0.000,0.099,0.037,0.26,0.963,57.6,67.8,5.93,768,,9
9/20/2018 20:00,,1.00,0.09,9.186,0.102,0.043,0.13,0.954,56.7,64.3,5.38,766,,9
9/21/2018 20:00,,1.00,0.01,11.265,0.123,0.048,0.04,1.042,55.6,62.6,5.00,753,,9
9/22/2018 20:00,,1.00,0.02,4.566,0.120,0.047,0.02,0.990,55.9,62.0,4.10,750,,9
9/23/2018 20:00,,0.83,0.00,3.347,0.114,0.045,0.01,0.891,56.0,61.0,3.59,757,,9
9/24/2018 12:00,,0.36,0.00,3.795,0.108,0.041,0.01,0.878,56.8,60.3,2.89,765,,9
9/24/2018 13:25,,0.17,0.00,2.805,0.108,0.041,1.03,0.585,56.8,70.4,3.04,763,,9
9/24/2018 20:00,,0.64,0.00,7.936,0.117,0.027,0.00,0.719,56.2,64.1,2.69,758,,9
9/25/2018 20:00,,0.67,0.16,0.000,0.128,0.046,0.03,0.502,54.8,62.5,2.92,730,,9
9/26/2018 04:00,,0.33,0.23,7.936,0.137,0.037,0.10,0.625,53.0,65.9,3.17,722,,9
9/26/2018 12:00,,0.33,0.21,5.396,0.132,0.043,0.08,0.522,54.5,64.2,3.43,724,,9
9/26/2018 20:00,,0.67,6.07,14.462,0.132,0.041,0.12,0.629,66.1,56.1,5.64,761,,9
9/27/2018 20:00,,1.00,4.44,18.808,0.194,0.086,6.07,1.293,31.1,56.2,10.34,613,,9
9/28/2018 20:00,,1.00,2.13,14.420,0.144,0.057,6.42,1.136,35.7,65.8,10.47,644,,9
9/29/2018 20:00,,1.00,1.02,7.101,0.105,0.041,5.28,0.983,40.0,66.1,9.42,678,,9
