dateTime,QCFS,SS_mgL,TP_mgL,SRP_mgL,NO23_mgL,TKN_mgL,Cl_mgL,Sulfate_mgL,Silica_mgL
3/4/20 12:00,328,139.7,0.5441,0.0512,4.2,1.725,13.5,27.2,5.9923
3/4/20 20:00,221,125.68,0.4372,0.0477,4.29,1.4,14.9,31.7,6.1938
3/5/20 20:00,90.2,62.96,0.2075,0.0347,4.29,1.049,18.8,43.5,6.3595
3/6/20 20:00,54.8,33.574,0.1266,0.034,4.04,0.724,21.6,52.1,6.245
3/7/20 20:00,30,24.057,0.0958,0.022,3.79,0.557,22.9,56.5,6.0161
3/8/20 20:00,21.7,20.408,0.0816,0.0134,3.66,0.563,24,60.8,5.6733
3/9/20 12:00,18.8,19.23,0.0645,0.0198,3.66,0.504,23.5,60.6,4.994
3/9/20 12:28,18.1,12.311,0.0589,0.0052,3.67,0.461,24.4,63,5.3722
3/10/20 12:00,18.8,17.833,0.0576,0.0141,3.36,0.436,23.6,61.8,4.3617
3/11/20 12:00,16,13.716,0.0538,0.0194,3.16,0.49,26,64.3,4.1437
3/12/20 12:00,13.1,11.583,0.0481,0.0138,3.06,0.492,26.4,65.3,4.0891
3/13/20 12:00,15.6,15.122,0.0476,0.015,2.99,0.325,27.1,66.4,3.8511
3/14/20 12:00,11.2,16.025,0.043,0.0092,2.7,0.351,27.8,69.1,3.1962
3/15/20 12:00,6.73,11.748,0.0392,0.006,2.72,0.559,27.4,68.5,2.8322
3/16/20 4:00,6.11,12.467,0.0375,0.0076,2.63,0.556,27,69.1,2.4898
3/16/20 12:32,6.36,8.9041,0.0328,0.0092,2.66,0.55,28,70.8,2.4682
4/11/20 12:00,25.9,33.018,0.1027,0.0307,4.36,0.762,19.6,50.3,5.8345
4/13/20 12:00,16.1,21.883,0.054,0.0116,3.53,0.59,22.3,57.8,2.7533
4/20/20 12:00,70.4,21.333,0.0534,0.0061,4.25,0.714,20.7,42.7,2.9636
4/27/20 12:00,1.21,12.894,0.0307,0,1.94,0.53,26.4,62.9,0.2157
5/2/20 12:00,0.4,8.1658,0.0436,0.003,1.53,0.819,27.2,63.8,0.4467
5/4/20 12:00,0,10.416,0.0454,-0.002,1.24,0.806,28.2,60.9,0.5407
5/11/20 12:00,0,7.6433,0.0437,-0.001,0.69,0.586,31,65.4,0.4655
5/14/20 12:00,0,8.3816,0.1398,0.0699,1.03,2.052,30.5,64.4,0.3853
5/15/20 12:00,0.31,13.452,0.0624,-0.003,0.79,0.797,30.1,62.1,0.7598
5/16/20 12:00,98.3,24.238,0.1605,0.0566,3.15,1.503,30.1,54.5,2.7851
5/17/20 10:45,85.9,59.796,0.2004,0.0305,8.35,1.794,22.4,38.3,6.5896
5/18/20 12:00,35.2,87.041,0.1959,0.0454,6.04,1.51,21.9,43.3,6.5643
5/19/20 12:00,1970,316.66,0.77,0.1241,10.04,3.451,11,15.9,6.6192
5/24/20 12:00,52.5,35.851,0.1502,0.049,4.71,0.965,18.8,45.5,8.0524
5/26/20 12:00,19.5,19.269,0.1147,0.0468,3.49,0.798,21.5,52.3,6.585
5/28/20 12:00,9.35,18.542,0.1142,0.0467,2.58,0.794,21.7,52.7,5.0427
5/29/20 12:00,142,104.74,0.3007,0.0618,6.88,1.848,14.5,34.2,6.2236
5/30/20 12:00,250,185.95,0.3855,0.0539,7.36,2.192,15.4,33.5,7.212
5/31/20 12:00,59.6,61.881,0.2214,0.0507,6.99,1.458,14.7,32.9,7.9449
6/1/20 12:00,49.3,41.477,0.146,0.0506,5.86,0.799,18.1,41.2,7.5167
6/1/20 12:11,49.3,27.38,0.131,0.053,5.68,0.977,17.4,40.6,7.6793
6/2/20 12:00,36.5,29.132,0.1112,0.0437,4.67,0.708,20.6,47.3,6.1085
6/3/20 12:00,31.9,26.315,0.1006,0.0374,3.79,0.799,22.1,51.4,4.9104
6/4/20 12:00,26.3,23.411,0.0982,0.0347,2.95,0.732,23.3,54.8,3.8173
6/5/20 12:00,22.9,19.471,0.0866,0.0357,2.4,0.704,24.5,55.2,3.2958
6/6/20 12:00,19.1,19.243,0.0903,0.0373,1.95,0.633,24.5,56.3,2.9484
6/7/20 12:00,16.3,18.276,0.0927,0.0387,1.66,0.663,24.9,57.1,2.9432
6/8/20 12:00,13.6,16.005,0.087,0.0359,1.41,0.613,25.5,56.8,2.7501
6/9/20 12:00,11.1,13.663,0.0853,0.0357,1.32,0.611,25.6,55.7,2.6968
6/10/20 12:00,11.6,12.674,0.0926,0.0407,1.43,0.662,26.2,54.8,2.7924
6/11/20 12:00,11,12.698,0.1031,0.0502,1.25,0.72,24.8,53.3,3.2245
6/12/20 12:00,9.29,10.06,0.0965,0.0502,1.08,0.656,27.4,56.2,2.9519
6/13/20 12:00,6.04,15.331,0.1042,0.049,0.82,0.729,25.6,55.2,2.8034
6/14/20 12:00,6,12.056,0.1017,0.0485,0.75,0.615,26,54,2.8931
6/15/20 12:00,5.21,12.195,0.0928,0.0404,0.7,0.657,26.3,53.4,2.5215
6/15/20 13:15,5.21,7.0876,0.0924,0.0479,0.74,0.63,26.9,54.2,2.6316
6/15/20 20:00,4.84,15.968,0.1068,0.0437,0.7,0.667,26.3,52.4,2.425
6/16/20 20:00,3.83,8.7064,0.0955,0.0471,0.66,0.664,26.6,51.9,2.6036
6/17/20 20:00,4.12,8.4033,0.0939,0.0465,0.02,0.676,26.3,50.6,2.5602
6/18/20 20:00,3.78,7.7519,0.0916,0.0427,0.55,0.657,27.4,50.5,2.4017
6/19/20 20:00,3.46,9.2715,0.0951,0.0441,0.45,0.649,27.3,50.1,2.4805
6/20/20 20:00,2.65,9.5177,0.095,0.0432,0.42,0.703,27.6,49.1,2.5981
6/21/20 20:00,2.39,12.674,0.1026,0.0422,0.33,0.68,28.5,49,2.8981
6/22/20 4:00,2.62,21.248,0.1127,0.0413,0.37,0.661,28.1,48.2,2.9484
6/22/20 11:52,2.37,13.183,0.1111,0.0485,0.34,0.687,28.8,49.2,3.0712
6/22/20 12:00,2.37,19.244,0.1243,0.0423,0.32,0.763,28,48.3,3.0956
6/23/20 12:00,3.68,29.119,0.1496,0.053,0.57,0.86,25.5,45.2,3.9707
6/23/20 20:00,6.53,24.674,0.1238,0.0456,0.58,0.644,25.8,46.5,4.3373
6/24/20 4:00,9.88,23.702,0.1414,0.0622,0.6,0.806,25.9,45.3,4.7437
6/24/20 12:00,12.8,22.546,0.1398,0.0586,0.91,0.721,26.5,45.6,4.9396
6/24/20 20:00,14.8,24.984,0.1539,0.0637,0.85,0.882,28.2,47.6,4.8408
6/25/20 4:00,12.8,25.342,0.1541,0.0774,0.93,0.87,30.2,47.9,5.1409
6/25/20 12:00,10.4,21.497,0.1614,0.0812,0.93,0.834,31.3,49.9,5.5866
6/26/20 12:00,4.64,18.055,0.1401,0.0692,1.5,0.847,27,43.6,5.5431
6/27/20 12:00,3.68,20.543,0.1347,0.0717,1.83,0.81,24.4,41.7,5.3473
6/28/20 12:00,3.12,16.689,0.1202,0.061,1.5,0.739,24.8,41.1,4.9223
6/29/20 4:00,2.86,17.071,0.1141,0.0564,1.41,0.757,25.1,41.1,4.5645
6/29/20 12:00,2.61,15.094,0.1091,0.0487,1.73,0.928,25,40.9,4.5485
6/29/20 12:49,2.61,14.915,0.107,0.0564,1.59,0.812,26,42.8,4.5689
6/30/20 12:00,1.93,9.7087,0.0974,0.0395,1.6,0.819,25.8,42,4.1591
7/1/20 12:00,1.13,9.3645,0.095,0.0405,1.11,0.739,26.7,42.5,3.7086
7/2/20 12:00,0.82,15.101,0.0945,0.0413,0.76,0.754,27.4,42.7,3.3886
7/3/20 12:00,0.8,15.355,0.0908,0.0399,0.52,0.748,29.5,42.8,3.1552
7/4/20 12:00,0.67,11.732,0.0862,0.039,0.33,0.739,28.9,42.7,2.8633
7/5/20 12:00,0.36,11.096,0.0856,0.0348,0.21,0.719,28.8,42.4,2.7603
7/6/20 4:00,0.22,25.54,0.0924,0.0293,0.16,0.682,28.9,42.4,2.5158
7/6/20 12:00,0.35,13.054,0.0866,0.0265,0.13,0.649,29.5,42.4,2.626
7/6/20 12:35,0.21,8.4635,0.0848,0.0308,0.15,0.713,29.6,43.2,2.4755
7/7/20 12:00,0.18,11.728,0.0863,0.0205,0,0.733,29.9,42.2,2.4611
7/8/20 12:00,0,11.307,0.0873,0.031,0.11,0.702,30.4,42,2.4487
7/9/20 12:00,0,11.235,0.1035,0.0388,0.1,0.762,30.3,41.3,2.6976
7/10/20 12:00,0,26.437,0.1343,0.0414,0.11,0.823,30.5,40.9,2.8446
7/11/20 12:00,0.98,34.759,0.1761,0.0695,0.56,1.247,28,41,3.5158
7/12/20 12:00,2.13,17.391,0.1257,0.0335,0.11,0.787,28,37.9,4.0717
7/13/20 4:00,4.02,23.926,0.1397,0.0548,0.15,0.776,27.6,32.7,5.676
7/13/20 12:00,3.14,21.39,0.14,0.04,0.26,0.869,28.2,39.6,5.9765
7/13/20 12:35,3.14,22.697,0.1342,0.0443,0.33,0.779,28.3,36.3,6.1654
7/14/20 12:00,1.44,25.948,0.1237,0.0321,0.04,0.733,32.3,47.1,3.8371
7/15/20 12:00,0.79,32.854,0.1397,0.0304,0.01,0.806,36.2,48.9,3.2811
7/16/20 12:00,0.78,25.128,0.1364,0.0298,0,0.838,37,50.1,3.1437
7/17/20 12:00,0.35,21.963,0.1362,0.0325,0.05,0.906,0,49.7,3.3439
7/18/20 12:00,0.34,23.504,0.1455,0.0419,0,0.931,36.5,48.9,3.4285
7/19/20 12:00,0.15,20.434,0.1434,0.0426,0,0.897,36.2,48.3,3.4979
7/20/20 4:00,0.33,30.678,0.1451,0.041,0.01,0.838,36.2,48.3,3.4715
7/20/20 12:00,0,22.121,0.1357,0.0462,0.04,1.024,38.2,49.1,3.6563
7/20/20 12:32,0,19.595,0.1519,0.0302,0.03,0.925,37,49.5,3.6706
7/21/20 12:00,0,18.122,0.1325,0.0385,0.05,1.044,37.8,48.6,3.4903
7/22/20 12:00,0,16.624,0.1322,0.0501,0.01,1.053,38,48.3,3.1158
7/23/20 12:00,0,14.751,0.1282,0.0436,0.02,0.953,38.2,47.8,2.9761
7/24/20 12:00,0,17.566,0.1379,0.0442,0.01,0.872,38.3,47.2,2.9074
7/25/20 12:00,0,21.152,0.1632,0.0459,0.02,1.135,38.7,46.9,2.9388
7/26/20 12:00,0,26.121,0.1601,0.0402,0.03,1.058,38.8,46.7,2.7972
7/27/20 4:00,0,20.161,0.1359,0.0375,0.01,0.874,39,46.7,2.7985
7/27/20 12:00,0,23.317,0.1578,0.0401,0,1.071,37.7,46.8,2.7903
7/27/20 12:35,0,16.925,0.1257,0.0378,0.03,0.907,39.3,46.3,2.9265
7/28/20 12:00,0,20.721,0.1839,0.0552,0.06,1.115,35.3,44.6,3.0386
7/29/20 12:00,0,16.447,0.1667,0.0588,0.05,1.109,35.3,44.7,2.7896
7/30/20 12:00,0,16.645,0.1395,0.0478,0.04,0.934,35.3,44.7,2.292
7/31/20 12:00,0,17.988,0.1395,0.0356,0.01,0.952,35.7,45.3,1.9739
8/1/20 12:00,0,32.763,0.1691,0.035,0.01,1.011,35.1,44.5,1.6573
8/2/20 12:00,0.39,28.668,0.2266,0.1067,2.01,1.273,20.9,50.5,2.1767
8/3/20 12:00,0.69,21.568,0.1249,0.0436,0.37,0.861,29.9,46.9,2.561
8/3/20 12:01,0.69,20.887,0.1464,0.0624,0.79,1.005,26.6,48.4,2.3583
8/3/20 12:30,0.82,18.704,0.1264,0.046,0.34,0.915,29.5,46.5,2.6077
8/4/20 12:00,1.26,17.964,0.1115,0.0328,0,0.863,32,38.7,3.7607
8/5/20 12:00,0.67,51.587,0.1391,0.0311,0,0.851,31.2,41.7,2.8354
8/6/20 12:00,0.45,22.77,0.1136,0.0289,0,0.767,30.6,42,2.5051
8/7/20 12:00,0.21,15.444,0.1006,0.0262,0,0.846,30.6,42.4,2.2249
8/8/20 12:00,0,10.714,0.1052,0.0266,0,0.825,30.4,42.5,1.9024
8/9/20 12:00,0,13.166,0.1026,0.0203,0,0.871,29.8,41.4,1.6757
8/10/20 4:00,0,15.635,0.0979,0.0227,0,0.891,30.3,42,1.5548
8/10/20 12:00,0,11.952,0.0898,0.032,0,0.944,31.3,43.3,1.525
8/10/20 12:14,0,9.1443,0.0928,0.0221,0,0.738,30.8,42.3,1.5663
8/11/20 12:00,0,14.397,0.109,0.0347,0,0.909,30.9,42.7,1.4615
8/12/20 12:00,0,16,0.1099,0.0321,0,0.884,30.5,41.7,1.3375
8/13/20 12:00,0,15.051,0.1077,0.0331,0,0.861,30.4,41.4,1.1854
8/14/20 12:00,0,13.627,0.1083,0.032,0,0.794,30.7,41.5,1.1212
8/15/20 12:00,0.46,20.905,0.2058,0.0978,1,1.209,25.5,45.3,1.4262
8/16/20 12:00,0.93,27.359,0.1507,0.053,0.39,1.041,27.1,42.7,1.7845
8/17/20 4:00,0.66,26,0.111,0.0349,0.03,0.837,35.3,35.4,2.7386
8/17/20 12:00,0.44,36.988,0.1366,0.0294,0.02,1.025,35.1,33.1,2.831
8/17/20 12:28,0.44,27.17,0.1057,0.0325,0.01,0.937,36,35.5,2.8099
8/18/20 12:00,0,28.534,0.1214,0.0231,0.01,0.952,33.6,32.3,2.1721
8/19/20 12:00,0,19.815,0.1004,0.0195,0,0.904,32.8,32,1.8669
8/20/20 12:00,0,22.508,0.109,0.0172,0.01,0.915,32.7,32.1,1.5929
8/21/20 12:00,0,15.121,0.0966,0.0174,0,0.916,32.8,32.4,1.4187
8/22/20 12:00,0,11.212,0.0885,0.0191,0,0.869,33.1,32.5,1.2181
8/23/20 12:00,0,12.516,0.0885,0.0135,0,0.836,33.3,32.4,1.1797
8/24/20 4:00,0,50.847,0.1305,0.0132,0,0.824,33.4,32.3,1.2389
8/24/20 12:00,0,15.12,0.1081,0.0233,0,0.874,33.4,33.5,1.1301
8/24/20 12:12,0,12.533,0.0994,0.0081,0.02,0.865,33.8,32.2,1.22
8/25/20 12:00,0,12.596,0.0991,0.0229,0,0.859,33.9,33.9,1.178
8/26/20 12:00,0,18.284,0.1022,0.0192,0,0.842,34.1,33.7,1.2446
8/27/20 12:00,0,15.647,0.1135,0.0185,0,0.949,34.1,33.4,1.2672
8/28/20 12:00,0,14.383,0.1162,0.0155,0,0.925,33.7,32.9,1.3924
8/29/20 12:00,0,27.6,0.1553,0.0289,0.74,1.015,27.7,37,1.8369
8/30/20 12:00,0,17.921,0.1334,0.0184,0.96,0.952,25.9,40.8,1.783
8/31/20 4:00,0,14.482,0.1139,0.0203,0.82,0.892,25.4,41.4,1.5686
8/31/20 12:00,0,43.971,0.1212,0.035,1,0.867,25.4,37.9,1.5161
8/31/20 12:36,0,14.433,0.1139,0.0145,0.79,0.887,25.5,42.2,1.5225
9/1/20 12:00,0,15.554,0.0915,0.0138,0.64,0.805,21.6,32,1.2984
9/2/20 12:00,0,19.125,0.0891,0.0082,0.5,0.829,25.3,38.5,1.1289
9/3/20 12:00,0,19.512,0.0973,0.0044,0.33,0.856,25.3,38.3,1.068
9/4/20 12:00,0,27.516,0.1315,0.0048,0.22,0.967,25.6,38.5,1.0314
9/5/20 12:00,0,29.819,0.1133,0,0.06,0.858,25.9,38.8,0.9994
9/6/20 12:00,0.81,29.974,0.0932,0.0118,0.07,0.822,33.7,26.2,1.6109
9/7/20 4:00,0.38,15.564,0.0718,0.0102,0.07,0.879,33.1,25.6,1.1817
9/7/20 10:45,0.3,19.522,0.0751,0.0113,0.22,0.901,31.2,24.2,1.1671
9/7/20 12:00,0.3,15.71,0.0746,0.0162,0,0.774,32,29.7,1.1651
9/8/20 12:00,0,14.003,0.0722,0.0202,0.04,0.736,30,29.9,1.3267
9/9/20 12:00,0,16.643,0.0828,0.0162,0,0.783,27.8,28.2,1.541
9/10/20 12:00,0,25.919,0.0906,0.0203,0,0.813,28.3,28.5,1.623
9/11/20 12:00,0,10.526,0.0788,0.0175,0,0.743,27.3,27.4,1.6506
9/12/20 12:00,0,9.9867,0.0758,0.0164,0,0.721,28.1,28.2,1.63
9/13/20 12:00,0.81,11.184,0.0654,0.0147,0,0.675,28,29.1,1.8253
9/14/20 4:00,0.47,31.413,0.0847,0.01,0,0.771,28.6,31,1.7201
9/14/20 13:20,0.47,25,0.0778,0.0123,0.01,0.714,29.2,31.7,1.7785
9/14/20 20:00,0.38,12.618,0.07,0.0095,0,0.665,27.2,28.3,1.6019
9/15/20 20:00,0.16,28.887,0.0831,0.0078,0,0.708,28.3,32.4,1.5786
9/16/20 20:00,0,11.132,0.0627,0.0042,0,0.654,27.9,34.3,1.6119
9/17/20 20:00,0,5.6179,0.0535,0.0039,0,0.605,27.9,35.6,1.5728
9/18/20 20:00,0,7.1105,0.0525,0.002,0,0.612,27.3,35.5,1.4735
9/19/20 20:00,0,12.422,0.0602,0.0092,0,0.648,26.8,35.3,1.3548
9/20/20 20:00,0,13.592,0.0569,0.0065,0,0.63,27.4,36.3,1.2746
9/21/20 12:39,0,52.157,0.0688,0.004,0,0.628,29,38.7,1.2258
10/22/20 4:00,162,104.39,0.3536,0.0488,1.22,1.439,58.8,98.4,4.8749
10/22/20 12:00,337,151.05,0.4673,0.1099,12.75,1.834,39.8,73.6,6.7558
10/22/20 20:00,373,85.106,0.3307,0.1095,14.34,1.606,32.6,65.8,7.5818
10/23/20 4:00,347,60.248,0.3305,0.1416,16.86,1.777,35.9,71.4,8.4314
10/23/20 12:00,284,42.071,0.2651,0.1145,17.07,1.694,33.8,74.7,8.8296
10/24/20 12:00,109,18.483,0.1758,0.0806,15.86,1.131,34.6,77.5,9.3559
10/25/20 12:00,55.9,15.231,0.1619,0.0804,13.62,1.158,35.5,82.7,9.8419
10/26/20 4:00,35.3,12.586,0.1479,0.0728,12.79,1.216,36.9,89.9,10.057
10/26/20 10:56,28.7,7.7419,0.1312,0.0722,12.48,1.148,38,93.9,10.275
10/26/20 12:00,27.3,14.388,0.1441,0.07,12.15,1.184,37.2,90.8,8.5598
10/27/20 12:00,12.7,8.447,0.1307,0.0693,11.09,0.977,39.9,97.9,8.506
10/28/20 12:00,7.64,7.4526,0.1208,0.0655,10.26,0.928,40.9,102.3,8.548
10/29/20 12:00,3.47,9.6022,0.1124,0.0575,9.18,0.966,41.6,105.4,8.4442
10/30/20 12:00,2.33,7.3825,0.1052,0.0549,8.38,0.885,43.2,109.4,8.4537
10/31/20 12:00,2.53,7.2944,0.1018,0.0503,6.75,0.931,44.7,108,8.0727
11/1/20 12:00,7.14,6.9492,0.1103,0.0516,5.97,0.908,54.7,116,7.8061
11/2/20 12:00,3.73,7.4173,0.1306,0.0677,5.23,0.942,67.5,122.8,8.1867
11/2/20 12:26,3.73,4.1724,0.1286,0.0707,5.11,0.97,66.5,120.4,8.2282
11/2/20 20:00,4.01,10.443,0.155,0.0778,4.88,0.96,71.4,125.4,8.5809
11/3/20 20:00,3.34,6.4226,0.1399,0.0773,4.4,0.923,64.6,125.1,8.214
11/4/20 20:00,2.73,4.7977,0.11,0.0501,4.36,0.913,53.7,121.5,7.7175
11/5/20 20:00,2.67,7.0472,0.0998,0.0454,4.35,0.901,54.5,120.5,7.3444
11/6/20 20:00,1.86,5.618,0.0879,0.0336,3.77,0.84,54.9,119,6.4842
11/7/20 20:00,1.39,8.1466,0.0779,0.0262,3.24,0.835,58.1,119.5,6.071
11/8/20 20:00,1.01,4.7749,0.0689,0.0212,2.83,0.848,58.8,119.4,5.3574
11/9/20 12:00,1.14,6.8259,0.0636,0.0168,2.63,0.863,60.7,118.3,4.8001
11/9/20 12:20,1.14,5.3368,0.0605,0.0135,2.67,0.836,62.5,124.2,5.0852
11/9/20 20:00,0.83,6.1813,0.0643,0.0178,2.6,0.864,62,120,4.4211
11/10/20 20:00,1.1,4.5721,0.058,0.0168,2.24,0.897,62.3,118,3.7224
11/11/20 20:00,1.1,4.4472,0.0559,0.0133,1.83,0.801,63.2,118.8,3.1039
11/12/20 20:00,2.1,3.2938,0.0491,0.0092,1.47,0.711,60.5,113.4,2.3595
11/13/20 20:00,3.12,3.3068,0.0422,0.0086,1.33,0.774,61.7,115.4,1.6927
11/14/20 20:00,2.61,3.2509,0.0392,0.0023,1.11,0.734,62.1,114.9,1.3236
11/15/20 20:00,5.73,8.1356,0.0528,0.005,1.31,0.735,60.1,115.6,1.182
11/16/20 12:00,6.53,5.4645,0.0494,0.0037,1.04,0.688,59.5,115.9,1.0256
11/16/20 12:43,6.53,5.9288,0.0472,0.0053,0.78,0.673,61.9,116.7,0.9356
11/16/20 20:00,6.12,5.9132,0.0468,0.0085,0.95,0.624,59.7,117.9,0.8619
11/17/20 20:00,6.96,3.4223,0.0508,0.0109,0.62,0.634,62.1,119.3,0.7835
11/18/20 20:00,9.9,4.3397,0.0538,0.0105,0.26,0.675,64.9,129.8,1.135
11/19/20 20:00,10.4,3.9215,0.0643,0.0127,0.16,0.706,74.5,137.8,1.0792
11/20/20 20:00,6.96,4.8989,0.0606,0.0078,0.19,0.697,85.1,142.7,0.6407
11/21/20 20:00,5,5.8862,0.0582,0.0064,0.21,0.683,95.3,144.6,0.4489
11/22/20 20:00,15.5,14.413,0.0735,0.0149,0.32,0.693,82.8,132.9,0.6101
11/23/20 20:00,216,24.128,0.1451,0.0509,4.64,1.101,72.2,117.7,3.105
11/24/20 20:00,138,18.194,0.1324,0.0509,14.31,1.158,38.9,76.1,6.3958
11/25/20 20:00,84.5,11.039,0.1069,0.0452,13.75,1.011,35.5,68.5,6.7046
11/26/20 20:00,620,218.97,0.5304,0.0788,17.12,2.332,27.2,44.6,6.9754
11/27/20 20:00,269,50.771,0.2662,0.0707,17.3,1.674,24.5,41.3,7.3284
11/28/20 20:00,107,23.584,0.1566,0.0593,14.97,1.219,26.5,49.3,7.5631
11/29/20 20:00,57.2,13.369,0.114,0.0521,12.72,0.996,27.9,55.8,7.6162
11/30/20 13:05,42.9,7.9312,0.0994,0.0498,12.23,0.581,31.1,63.7,7.6483
11/30/20 20:00,41.3,12.426,0.1018,0.0403,10.75,0.583,31.1,71.9,7.4163
12/1/20 20:00,74.7,10.974,0.0941,0.0423,9.77,0.54,34.2,76.6,7.0289
12/2/20 20:00,94.9,12.289,0.1113,0.0454,11.42,0.854,35,70.6,7.1486
12/3/20 20:00,124,19.647,0.1066,0.0426,12.1,0.85,32.9,68.1,7.1254
12/4/20 20:00,91.9,15.894,0.0956,0.0342,11.59,0.771,30.3,63.8,7.0409
12/5/20 20:00,59.6,10.803,0.0822,0.035,10.55,0.689,30.1,66,7.129
12/6/20 4:00,51.7,16.528,0.0839,0.0375,10.56,0.716,31.5,69.8,6.9796
12/7/20 13:30,30.8,7.9681,0.0688,0.037,9.84,0.349,34.3,79,6.8331
12/7/20 20:00,28.6,6.9312,0.0727,0.0345,7.22,0.51,26.3,53,6.2123
12/8/20 20:00,21.7,6.7981,0.0598,0.0303,6.93,0.646,28,56.3,5.7999
12/9/20 20:00,16.8,4.9645,0.0583,0.0302,6.56,0.601,30.5,59.6,5.7409
12/10/20 20:00,12.8,7.5967,0.0559,0.0269,6.33,0.564,31.6,62.3,5.5067
12/11/20 20:00,10.4,5.5286,0.0515,0.024,5.97,0.443,32.1,63.6,4.927
12/12/20 20:00,10.4,9.8039,0.054,0.0181,5.43,0.503,31.8,63.6,4.1013
12/13/20 20:00,52.5,11.206,0.0574,0.0194,5.42,0.621,36,67.7,3.7065
12/14/20 12:00,56.4,11.228,0.0875,0.0289,6.57,0.579,32.8,55.9,4.8202
12/14/20 12:45,56.4,14.324,0.0829,0.0296,6.85,0.811,33.4,57.3,4.8546
12/14/20 20:00,49.4,14.224,0.0788,0.0248,8.96,0.68,35.2,67,5.515
12/16/20 20:00,21.7,9.2348,0.0571,0.0218,8.42,0.672,34.6,65.8,5.6091
12/18/20 20:00,15.5,7.619,0.0408,0.0143,7.49,0.75,35.4,71.2,4.4969
12/20/20 20:00,8.85,7.3284,0.0356,0.0087,6.58,0.766,40.3,79.1,3.1354
12/22/20 20:00,16.1,6.993,0.0346,0.0057,6.08,0.517,45.3,83.2,2.1714
12/24/20 20:00,11,6.6313,0.0296,0.0033,5.95,0.505,41.6,83.5,1.8208
12/26/20 20:00,9.9,5.8939,0.0331,0.0017,6.01,0.515,45.6,91.1,1.7039
12/28/20 20:00,6.53,5.2631,0.0267,0.001,5.95,0.477,45.4,91,1.4779
12/30/20 20:00,6.96,5.4347,0.0342,0.001,5.55,0.556,46.5,93.7,0.9822
12/31/20 20:00,11.6,6.9686,0.0332,0,4.99,0.538,45.8,92.2,0.8816
1/1/21 20:00,93.9,25.856,0.0966,0.0205,6.16,0.687,55.7,78.1,2.7471
1/2/21 20:00,757,164.68,0.4634,0.0589,13.33,2.395,22.9,30.3,6.1582
1/3/21 20:00,461,72.007,0.3316,0.0501,12.37,1.941,20.6,33.4,6.359
1/4/21 12:19,294,38.235,0.23,0.0476,12.06,1.297,23,39.6,6.6063
1/4/21 20:00,238,46.558,0.1976,0.0549,10.48,1.291,23.4,43.5,6.7288
1/5/21 20:00,140,26.923,0.1539,0.0624,9.54,1.127,26.9,52.6,6.6881
1/6/21 20:00,88.2,22.624,0.1433,0.0712,9.21,1.032,31.1,62.5,6.9642
1/7/21 20:00,64.5,15.665,0.1116,0.0574,8.84,0.811,32.1,66.7,6.7204
1/8/21 20:00,56.4,17.643,0.1018,0.0548,8.47,0.472,34.1,71,6.4425
1/9/21 20:00,47.8,13.203,0.0795,0.0414,7.77,0.727,32.4,70.1,5.9453
1/10/21 20:00,35.2,8.2872,0.0719,0.0405,7.55,0.648,33.4,73.3,5.6727
1/11/21 12:00,30.8,9.1743,0.0723,0.0387,7.28,0.531,34.2,74.9,5.3214
1/11/21 12:28,31.5,7.772,0.07,0.0415,7.54,0.368,35.8,78.4,5.4292
1/11/21 20:00,29.3,,,0.0347,6.32,,34.2,75.4,4.8739
1/12/21 20:00,27.2,,,0.0298,6.23,,35.2,77,4.7179
1/13/21 20:00,26.6,,,0.0326,5.95,,36.2,79.2,4.221
1/14/21 20:00,23.9,,,0.0223,5.94,,36.5,81.6,3.946
1/15/21 20:00,25.2,,,0.0189,5.54,,35.7,81,3.1871
1/16/21 20:00,33,,,0.0173,5.52,,36,81.1,2.7003
1/17/21 20:00,35.2,,,0.0185,5.47,,41,78.2,2.7858
1/18/21 12:00,31.5,,,0.0195,5.46,,37.4,76.4,2.7466
1/18/21 12:48,30.8,,,0.0203,5.79,,39.3,80.6,2.8584
1/19/21 20:00,25.9,5.1746,0.0394,0.0174,6.38,0.561,37.8,73.6,2.8869
1/20/21 20:00,23.3,4.6635,0.0374,0.0167,6.36,0.465,39.3,77,2.5871
1/21/21 20:00,26.6,5.4458,0.0405,0.0165,6.08,0.473,39.3,80.1,2.1724
1/22/21 20:00,24.6,6.3739,0.0369,0.0141,6.17,0.522,40,80.6,2.037
1/23/21 20:00,29.3,7.2321,0.0408,0.014,6.01,0.479,43.6,87.4,1.6673
1/24/21 20:00,16.1,15.762,0.04,0.0111,6.28,0.47,42.6,87.6,1.6673
1/25/21 12:00,13.5,4.5215,0.0296,0.0106,5.79,0.504,39.2,83.6,1.3443
1/25/21 12:37,14.1,2.7285,0.0332,0.01,6.19,0.585,42.2,90.1,1.3736
1/25/21 20:00,13.5,6.1813,0.0304,0.0056,6.09,0.434,41.2,87.9,1.1903
1/26/21 20:00,15.5,4.1987,0.0257,0.0052,5.86,0.381,41.7,89.2,0.9102
1/27/21 20:00,16.8,4.7425,0.0253,0.0053,5.82,0.424,41.9,88.7,0.8252
1/28/21 20:00,17.4,5.3944,0.0344,0.0043,5.64,0.451,47.6,92.8,0.7755
1/29/21 20:00,12.2,3.9893,0.033,0.0048,5.6,0.475,48.1,90.8,0.6237
